idx,state,county,muni,unique_matches,unique_counts,all_counts,muncipalcode,source
68,Indiana,Allen County,HUNTERTOWN,[],0,0,https://codelibrary.amlegal.com/codes/huntertown/latest/overview,codelibrary
69,Indiana,Lake County,CEDAR LAKE,[],0,0,https://codelibrary.amlegal.com/codes/cedarlakein/latest/overview,codelibrary
70,Indiana,Lake County,DYER,"['R-4', 'R-3', 'PUD', 'B-2', 'B-1', 'R-2', 'B-3', 'R-1', 'RD']",9,26,https://codelibrary.amlegal.com/codes/dyer/latest/overview,codelibrary
80,Kentucky,Bullitt County,MOUNT WASHINGTON,"['R-4', 'R-3', 'B-2', 'B-1', 'R-2', 'R-1']",6,6,https://codelibrary.amlegal.com/codes/mtwashington/latest/overview,codelibrary
81,Kentucky,Campbell County,ALEXANDRIA,['IV'],1,1,https://codelibrary.amlegal.com/codes/alexandria/latest/overview,codelibrary
82,Kentucky,Kenton County,EDGEWOOD,[],0,0,https://codelibrary.amlegal.com/codes/edgewood/latest/overview,codelibrary
83,Kentucky,Kenton County,VILLA HILLS,[],0,0,https://codelibrary.amlegal.com/codes/villahills/latest/overview,codelibrary
86,Michigan,Kent County,EAST GRAND RAPIDS,"['R-3', 'IN', 'PUD', 'R-2', 'OR', 'SF', 'MFR', 'O-P', 'C-1', 'IV', 'R-1', '36', '35', 'PSC']",14,209,https://codelibrary.amlegal.com/codes/eastgrandrapidsmi/latest/overview,codelibrary
94,Michigan,Wayne County,GARDEN CITY,"['PRD', 'R-3', 'IN', 'PD', '32', 'TV', 'M-1', 'PR', 'R-2', 'OR', 'C-2', 'CBD', 'C3', 'CMU', 'CAR', 'O-1', 'C-1', 'LP', 'R-1', '36', 'PARK', 'PM', '35', 'C-3', 'HS']",25,208,https://codelibrary.amlegal.com/codes/gardencity/latest/overview,codelibrary
98,Minnesota,Dakota County,FARMINGTON,"['A-1', 'PUD', 'P/OS']",3,3,https://codelibrary.amlegal.com/codes/farmingtonmn/latest/overview,codelibrary
102,Missouri,St. Charles County,COTTLEVILLE,[],0,0,https://ecode360.com/CO3275,ecode360
103,Missouri,St. Charles County,O'FALLON,[],0,0,https://ecode360.com/OF3382,ecode360
104,Missouri,St. Charles County,ST. PETERS,[],0,0,https://ecode360.com/ST3438,ecode360
106,New Jersey,Atlantic County,NORTHFIELD,[],0,0,https://ecode360.com/NO0505,ecode360
108,New York,Monroe County,PITTSFORD,[],0,0,https://ecode360.com/PI1657,ecode360
110,Ohio,Cuyahoga County,BROOK PARK,"['A-2', 'H-1', 'IN', 'A-1', 'A-6', 'LDR', '32', 'OR', 'FAR', 'A-5', '34', 'IV', '38', '36', '35']",15,35,https://codelibrary.amlegal.com/codes/brookpark/latest/overview,codelibrary
111,Ohio,Cuyahoga County,HIGHLAND HEIGHTS,[],0,0,https://codelibrary.amlegal.com/codes/highlandhts/latest/overview,codelibrary
112,Ohio,Cuyahoga County,SOLON,[],0,0,https://codelibrary.amlegal.com/codes/solon/latest/overview,codelibrary
113,Ohio,Hamilton County,SPRINGFIELD,"['RR-1', 'PD', 'M-1', 'M-2', 'CO-1']",5,5,https://codelibrary.amlegal.com/codes/springfield/latest/overview,codelibrary
114,Ohio,Lake County,MENTOR,['R-1'],1,1,https://codelibrary.amlegal.com/codes/mentor/latest/overview,codelibrary
115,Ohio,Lake County,WICKLIFFE,"['OS', 'OB']",2,2,https://codelibrary.amlegal.com/codes/wickliffe/latest/overview,codelibrary
116,Ohio,Lorain County,AMHERST,"['R-3', 'R-2', 'C-2', 'C-1', 'I-1', 'R-1', 'C-3']",7,7,https://codelibrary.amlegal.com/codes/amherst/latest/overview,codelibrary
117,Ohio,Lorain County,NORTH RIDGEVILLE,"['R-4', 'R-3', 'PCD', 'I-3', 'B-2', 'B-1', 'R-2', 'B-3', 'B-5', 'B-4', 'I-1', 'R-1', 'I-2', 'R-5']",14,14,https://codelibrary.amlegal.com/codes/northridgeville/latest/overview,codelibrary
118,Ohio,Butler County,FAIRFIELD,"['C-4', 'R-4', 'R-3', 'A-1', 'C-3A', 'M-1', 'M-2', 'B-1', 'R-2', 'C-2', 'C-1', 'C-2B', 'C-2A', 'R-1', 'M-1A', 'C-3']",16,16,https://codelibrary.amlegal.com/codes/fairfield/latest/overview,codelibrary
119,Ohio,Cuyahoga County,SOUTH EUCLID,"['R-40', 'M-1', 'M-2', 'R-50', 'C-2', 'R-75', 'C-1', 'R-O', 'R-60', 'C-3']",10,10,https://codelibrary.amlegal.com/codes/southeuclid/latest/overview,codelibrary
121,Ohio,Hamilton County,MONTGOMERY,['R-7'],1,1,https://codelibrary.amlegal.com/codes/montgomery/latest/overview,codelibrary
122,Ohio,Hamilton County,WYOMING,"['C-2', 'C-1', 'C-3']",3,3,https://codelibrary.amlegal.com/codes/wyoming/latest/overview,codelibrary
123,Ohio,Lorain County,AVON,"['C-4', 'R-3', 'M-1', 'M-2', 'O-2', 'R-2', 'C-2', 'O-1', 'C-1', 'R-1', 'C-3']",11,11,https://codelibrary.amlegal.com/codes/avonoh/latest/overview,codelibrary
124,Ohio,Mahoning County,STRUTHERS,['C-1'],1,1,https://codelibrary.amlegal.com/codes/struthers/latest/overview,codelibrary
126,Ohio,Cuyahoga County,SEVEN HILLS,[],0,0,https://codelibrary.amlegal.com/codes/sevenhills/latest/overview,codelibrary
127,Ohio,Summit County,MACEDONIA,"['R-P', 'B-2', 'B-1', 'B-3', 'B-4']",5,5,https://codelibrary.amlegal.com/codes/macedonia/latest/overview,codelibrary
128,Ohio,Delaware County,GENOA,[],0,0,https://codelibrary.amlegal.com/codes/genoa/latest/overview,codelibrary
129,Ohio,Stark County,PERRY,[],0,0,https://codelibrary.amlegal.com/codes/perryoh/latest/overview,codelibrary
135,Pennsylvania,Westmoreland County,MONESSEN,[],0,0,https://ecode360.com/MO1700,ecode360
136,Rhode Island,Bristol County,BARRINGTON,[],0,0,https://ecode360.com/BA1328,ecode360
137,South Carolina,Charleston County,JAMES ISLAND,"['MHP', 'SC', 'DB', 'CR', 'IN', 'CBR', 'PD', '32', 'TV', 'RV', 'NO', 'OR', 'CA', 'RM', 'CAR', '34', 'CC', 'RR-3', 'CS', '36', 'PARK', '35', 'HS']",23,194,https://codelibrary.amlegal.com/codes/jamesisland/latest/overview,codelibrary
142,Tennessee,Shelby County,COLLIERVILLE,"['R-4', 'H-1', 'R-25', 'US', 'R-L', 'PC', 'CB', 'GC', 'R-3', 'IN', 'PD', 'AH', '32', 'RL', 'TV', 'BB', 'RV', 'SR', 'CM', 'R-3A', 'NC', 'R-2', 'OR', 'IL', 'FAR', 'CA', 'GI', 'CC', 'R-1A', 'IV', 'R-2A', 'SCC', 'MU', 'CO', 'R-1', '36', 'PARK', '35']",38,316,https://codelibrary.amlegal.com/codes/collierville/latest/overview,codelibrary
175,Utah,Davis County,FARMINGTON,[],0,0,https://codelibrary.amlegal.com/codes/farmingtonut/latest/overview,codelibrary
177,Utah,Davis County,SOUTH WEBER,[],0,0,https://codelibrary.amlegal.com/codes/southweberut/latest/overview,codelibrary
179,Utah,Salt Lake County,HERRIMAN,['IN'],1,1,https://codelibrary.amlegal.com/codes/herrimanut/latest/overview,codelibrary
181,Utah,Utah County,CEDAR HILLS,"['IN', 'B3']",2,2,https://codelibrary.amlegal.com/codes/cedarhillsut/latest/overview,codelibrary
184,Utah,Washington County,SANTA CLARA,['OS'],1,1,https://codelibrary.amlegal.com/codes/santaclaraut/latest/overview,codelibrary
